Source,Alternative Names,Reference,Sp Type,System Age Myr,Age range Myr,Sp Type Err,Effective Temperature K,Temp err,Object Mass M_Solar,Accretion Diagnostic,R Band Magnitude,R Band Flux Density (erg/(s*cm^2*Å),Ha EW (Å),Ha Line Flux from R band and EW,PaB EW (Å),BrG EW (Å),Ha Line Flux (erg/(s*cm^2),Hb Line Flux (erg/(s*cm^2),Hgamma Line Flux (erg/(s*cm^2),PaB Line Flux (erg/(s*cm^2),PaG Line Flux (erg/(s*cm^2),BrG Line Flux (erg/(s*cm^2),He I 587.6 Line Flux (erg/(s*cm^2),He I 667.8 Line Flux (erg/(s*cm^2),Ca II K Line Flux (erg/(s*cm^2),Ca II H Line Flux (erg/(s*cm^2),,Line Flux Errors,PaB Line Lum (L_solar),Line Flux erg/s/cm^2,Line Luminosity (W),Log Accretion Luminosity (solar),,Object Luminosity L_solar,Object Luminosity Error,Object Radius from L and T,R_err from L and T,Object Radius R_solar,R_err,Accretion Rate M_solar yr-1,Log Accretion Rate,Object Mass Range M_solar,Object Mass Err,log object mass,Accretion Luminosity (CGS),Companion?,A_V,A_V err,A_V source,Notes/Questions,Notes/Questions2,Notes/Questions3,
RXJ1556.1-3655,,Alcala 2017,M1,3,3-10,0.50,3.71E+03,1.71E+02,0.46,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,2.97E-12,8.94E-13,7.03E-13,,,1.47E-14,,,,,,,,,,-9.00E-01,,,,,,1.17,0.27,1.29E-08,-7.89E+00,,1.20E-01,-3.37E-01,,,,,,,,,
RYLup,,Alcala 2017,K2,3,3-10,1.00,4.90E+03,2.26E+02,1.47,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,2.26E-12,3.41E-13,,,,5.05E-14,,,,,,,,,,-9.00E-01,,,,,,1.79,0.38,6.17E-09,-8.21E+00,,2.20E-01,1.67E-01,,,,,,,,,
SO1009,,Rigliaco 2011,G2,3,,,3200,,0.15,U-band excess,,,,,,,,,,,,,,,,,,,,,,-1.97E+00,,0.020,,0.46,,,,,-8.89,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO1036,,Rigliaco 2011,K7.5,3,,,3700,,0.75,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.17E+00,,0.450,,1.64,,,,,-9.22,,,,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
SO1050,,Rigliaco 2011,,3,,,3200,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.49E+00,,0.080,,0.92,,,,,-10.22,,,,,,,,,upper limit,,,
SO1057,,Rigliaco 2011,,3,,,3100,,0.15,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.67E+00,,0.080,,0.98,,,,,-10.25,,,,,,,,,upper limit,,,
SO1059,,Rigliaco 2011,,3,,,2900,,0.06,U-band excess,,,,,,,,,,,,,,,,,,,,,,-4.33E+00,,0.010,,0.40,,,,,-10.86,,,,,,,,,upper limit,,,
SO1075,,Rigliaco 2011,M0.0,3,,,3100,,0.17,U-band excess,,,,,,,,,,,,,,,,,,,,,,-1.66E+00,,0.130,,1.25,,,,,-8.18,,,,,,,,,lower limit,Added SIMBAD spectral type (Hernandez 2014),,
SO1156,,Rigliaco 2011,K5,3,,,3900,,1.00,U-band excess,,,,,,,,,,,,,,,,,,,,,,,,0.630,,1.74,,,,,,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO1182,,Rigliaco 2011,,3,,,3200,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.12E+00,,0.100,,1.03,,,,,-9.79,,,,,,,,,,,,
SO1193,,Rigliaco 2011,,3,,,3100,,0.11,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.32E+00,,0.030,,0.60,,,,,-10.01,,,,,,,,,,,,
SO1230,,Rigliaco 2011,M4,3,,,3200,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.32E+00,,0.080,,0.92,,,,,-10.06,,,,,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
SO1260,,Rigliaco 2011,,3,,,3400,,0.35,U-band excess,,,,,,,,,,,,,,,,,,,,,,-1.68E+00,,0.130,,1.04,,,,,-8.6,,,,,,,,,,,,
SO1260,,Rigliaco 2012,M4,3,2-3,,3270,,0.26,Excess Balmer,,,,,,,1.43E-13,2.58E-14,1.62E-14,1.33E-14,9.39E-15,,2.25E-15,,,,,,,,,-2.00E+00,,0.130,,1.13,,1.12,,,-8.97,,,,,,,,,,,,
SO1266,,Rigliaco 2011,,3,,,3100,,0.16,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.47E+00,,0.070,,0.92,,,,,-10.09,,,,,,,,,,,,
SO1266,,Rigliaco 2012,M4.5,3,2-3,,3200,,0.20,Excess Balmer,,,,,,,3.96E-15,9.37E-16,4.37E-16,,,,1.07E-16,,,,,,,,,-4.85E+00,,0.070,,0.86,,0.84,,,-11.38,,,,,,,,,upper limit,,,
SO1268,,Rigliaco 2011,M4.5,3,,,2900,,0.09,U-band excess,,,,,,,,,,,,,,,,,,,,,,-4.49E+00,,0.020,,0.56,,,,,-11.06,,,,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
SO1274,,Rigliaco 2011,K6,3,,,3600,,0.70,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.15E+00,,0.640,,2.06,,,,,-9.07,,,,,,,,,lower limit,Added SIMBAD spectral type (Hernandez 2014),,
SO1323,,Rigliaco 2011,,3,,,3200,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.51E+00,,0.070,,0.86,,,,,-10.25,,,,,,,,,upper limit,,,
SO1327,,Rigliaco 2011,M4.5,3,,,3300,,0.30,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.66E+00,,0.200,,1.37,,,,,-9.39,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO1361,,Rigliaco 2011,K7.5,3,,,3500,,0.55,U-band excess,,,,,,,,,,,,,,,,,,,,,,-1.82E+00,,0.530,,1.99,,,,,-8.65,,,,,,,,,lower limit,Added SIMBAD spectral type (Hernandez 2014),,
SO1362,,Rigliaco 2011,M2.5,3,,,3100,,0.15,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.07E+00,,0.090,,1.04,,,,,-9.61,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO299,,Rigliaco 2011,,3,,,3400,,0.35,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.93E+00,,0.140,,1.08,,,,,-9.82,,,,,,,,,,SIMBAD thinks same star as above (SO1362),,
SO341,,Rigliaco 2011,,3,,,3600,,0.60,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.26E+00,,0.390,,1.61,,,,,-9.32,,,,,,,,,upper limit,,,
SO397,,Rigliaco 2011,,3,,,3300,,0.30,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.73E+00,,0.180,,1.30,,,,,-9.48,,,,,,,,,,,,
SO397,,Rigliaco 2012,M4.5,3,2-3,,3200,,0.20,Excess Balmer,,,,,,,4.25E-14,7.74E-15,4.78E-15,2.08E-15,3.64E-15,,1.17E-15,,,,,,,,,-2.71E+00,,0.180,,1.38,,1.45,,,-9.42,,,,,,,,,,,,
SO435,,Rigliaco 2011,M5.0,3,,,3200,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.38E+00,,0.090,,0.98,,,,,-10.07,,,,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
SO444,,Rigliaco 2011,M3.0,3,,,3400,,0.35,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.90E+00,,0.160,,1.16,,,,,-9.78,,,,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
SO462,,Rigliaco 2011,M4,3,,,3200,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.08E+00,,0.150,,1.26,,,,,-9.67,,,,,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
SO482,,Rigliaco 2011,,3,,,3200,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.08E+00,,0.050,,0.73,,,,,-9.91,,,,,,,,,,,,
SO485,,Rigliaco 2011,M2.0,3,,,3300,,0.25,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.39E+00,,0.040,,0.61,,,,,-9.37,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO490,,Rigliaco 2011,,3,,,3100,,0.15,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.73E+00,,0.070,,0.92,,,,,-9.32,,,,,,,,,,,,
SO490,,Rigliaco 2012,M5.5,3,2-3,,3060,,0.14,Excess Balmer,,,,,,,1.56E-14,2.92E-15,1.99E-15,4.55E-16,1.16E-15,,4.13E-16,,,,,,,,,-3.10E+00,,0.070,,0.94,,1.02,,,-9.97,,,,,,,,,,,,
SO500,,Rigliaco 2011,,3,,,3000,,0.10,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.27E+00,,0.020,,0.52,,,,,-9.92,,,,,,,,,,,,
SO500,,Rigliaco 2012,M6,3,2-3,,2990,,0.08,Excess Balmer,,,,,,,7.47E-15,8.71E-16,3.53E-16,5.19E-16,3.61E-16,,3.65E-17,,,,,,,,,-3.95E+00,,0.020,,0.53,,0.47,,,-10.27,,,,,,,,,,,,
SO514,,Rigliaco 2011,M3.5,3,,,3100,,0.13,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.88E+00,,0.040,,0.70,,,,,-10.56,,,,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
SO518,,Rigliaco 2011,K7,3,,,4000,,1.00,U-band excess,,,,,,,,,,,,,,,,,,,,,,,,0.410,,1.34,,,,,,,,,,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
SO520,,Rigliaco 2011,M3.5,3,,,3300,,0.30,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.02E+00,,0.150,,1.19,,,,,-9.82,,,,,,,,,upper limit,Added SIMBAD spectral type (Zapatero Osorio 2002),,
SO537,,Rigliaco 2011,,3,,,3000,,0.07,U-band excess,,,,,,,,,,,,,,,,,,,,,,-4.32E+00,,0.020,,0.52,,,,,-10.83,,,,,,,,,upper limit,SIMBAD has spectral type (M6) but no citation,,
SO540,,Rigliaco 2011,K6.5,3,,,4000,,1.00,U-band excess,,,,,,,,,,,,,,,,,,,,,,,,0.430,,1.37,,,,,,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO562,,Rigliaco 2011,M3.5,3,,,3400,,0.40,U-band excess,,,,,,,,,,,,,,,,,,,,,,-1.80E+00,,0.220,,1.36,,,,,-8.66,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO563,,Rigliaco 2011,M0,3,,,3300,,0.40,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.30E+00,,0.510,,2.19,,,,,-8.95,,,,,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
SO583,,Rigliaco 2011,K4.5,3,,,3600,,0.75,U-band excess,,,,,,,,,,,,,,,,,,,,,,,,1.520,,3.18,,,,,,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO587,,Rigliaco 2011,,3,,,3300,,0.30,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.78E+00,,0.270,,1.59,,,,,-9.45,,,,,,,,,upper limit,,,
SO587,,Rigliaco 2012,M4.5,3,2-3,,3200,,0.20,Excess Balmer,,,,,,,2.84E-14,5.98E-15,2.88E-15,4.60E-16,2.90E-16,,5.84E-16,,,,,,,,,-4.00E+00,,0.270,,1.70,,1.73,,,-10.41,,,,,,,,,upper limit,,,
SO598,,Rigliaco 2011,M2,3,,,3200,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.09E+00,,0.110,,1.08,,,,,-9.75,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO615,,Rigliaco 2011,K3.0,3,,,3500,,0.60,U-band excess,,,,,,,,,,,,,,,,,,,,,,,,0.690,,2.27,,,,,,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO638,,Rigliaco 2011,K2.0,3,,,3900,,1.00,U-band excess,,,,,,,,,,,,,,,,,,,,,,,,0.460,,1.49,,,,,,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO646,,Rigliaco 2011,M2.5,3,,,3300,,0.30,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.05E+00,,0.120,,1.06,,,,,-8.89,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO646,,Rigliaco 2012,M3.5,3,2-3,,3350,,0.30,Excess Balmer,,,,,,,2.32E-14,3.54E-15,2.67E-15,2.87E-15,2.26E-15,,1.14E-15,,,,,,,,,-3.00E+00,,0.120,,1.03,,0.97,,,-9.68,,,,,,,,,,,,
SO657,,Rigliaco 2011,,3,,,2900,,0.06,U-band excess,,,,,,,,,,,,,,,,,,,,,,-4.49E+00,,0.020,,0.56,,,,,-10.91,,,,,,,,,upper limit,,,
SO662,,Rigliaco 2011,M0,3,,,3900,,0.90,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.06E+00,,0.410,,1.41,,,,,-9.26,,,,,,,,,upper limit,Added SIMBAD spectral type (Zapatero Osorio 2002),,
SO663,,Rigliaco 2011,,3,,,3200,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.20E+00,,0.140,,1.22,,,,,-9.82,,,,,,,,,upper limit,,,
SO674,,Rigliaco 2011,,3,,,3300,,0.30,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.06E+00,,0.140,,1.15,,,,,-9.88,,,,,,,,,upper limit,,,
SO697,,Rigliaco 2011,K7.5,3,,,3500,,0.60,U-band excess,,,,,,,,,,,,,,,,,,,,,,-1.92E+00,,0.630,,2.16,,,,,-8.76,,,,,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
SO700,,Rigliaco 2011,,3,,,3000,,0.08,U-band excess,,,,,,,,,,,,,,,,,,,,,,-4.46E+00,,0.010,,0.37,,,,,-11.11,,,,,,,,,upper limit,,,
SO710,,Rigliaco 2011,M1.5,3,,,3500,,0.50,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.28E+00,,0.300,,1.49,,,,,-9.19,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO728,,Rigliaco 2011,,3,,,3100,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.08E+00,,0.250,,1.74,,,,,-9.53,,,,,,,,,upper limit,,,
SO736,,Rigliaco 2011,K7,3,,,3700,,0.80,U-band excess,,,,,,,,,,,,,,,,,,,,,,,,1.730,,3.21,,,,,,,,,,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
SO738,,Rigliaco 2011,M5.5,3,,,3100,,0.11,U-band excess,,,,,,,,,,,,,,,,,,,,,,-4.04E+00,,0.030,,0.60,,,,,-10.7,,,,,,,,,upper limit,Added SIMBAD spectral type (Barrado Y Navascues 2003),,
SO739,,Rigliaco 2011,,3,,,3000,,0.10,U-band excess,,,,,,,,,,,,,,,,,,,,,,-4.03E+00,,0.040,,0.74,,,,,-10.54,,,,,,,,,upper limit,,,
SO750,,Rigliaco 2011,M3.8,3,,,3000,,0.09,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.51E+00,,0.030,,0.64,,,,,-10.03,,,,,,,,,,Added SIMBAD spectral type (Bozhinova 2016),,
SO759,,Rigliaco 2011,M3.5,3,,,3300,,0.30,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.97E+00,,0.190,,1.34,,,,,-9.67,,,,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
SO762,,Rigliaco 2011,,3,,,3100,,0.13,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.82E+00,,0.050,,0.78,,,,,-10.44,,,,,,,,,upper limit,,,
SO774,,Rigliaco 2011,K7.5,3,,,4000,,1.00,U-band excess,,,,,,,,,,,,,,,,,,,,,,-1.93E+00,,0.470,,1.43,,,,,-9.17,,,,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
SO818,,Rigliaco 2011,M0.0,3,,,3700,,0.70,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.26E+00,,0.210,,1.12,,,,,-9.45,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO827,,Rigliaco 2011,M2.5,3,,,3400,,0.35,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.74E+00,,0.060,,0.71,,,,,-9.82,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO844,,Rigliaco 2011,M0.5,3,,,3600,,0.60,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.01E+00,,0.420,,1.67,,,,,-8.95,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO848,,Rigliaco 2011,,3,,,3300,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.85E+00,,0.030,,0.53,,,,,-9.86,,,,,,,,,,,,
SO848,,Rigliaco 2012,M4,3,2-3,,3270,,0.19,Excess Balmer,,,,,,,1.79E-14,4.03E-15,1.80E-15,6.91E-16,5.01E-16,,3.93E-16,,,,,,,,,-3.50E+00,,0.030,,0.54,,0.46,,,-10.39,,,,,,,,,,,,
SO859,,Rigliaco 2011,M2.5,3,,,3400,,0.35,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.75E+00,,0.170,,1.19,,,,,-9.61,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO865,,Rigliaco 2011,M3.5,3,,,3400,,0.35,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.59E+00,,0.130,,1.04,,,,,-9.5,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO866,,Rigliaco 2011,M4.5,3,,,3200,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.28E+00,,0.050,,0.73,,,,,-10.12,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO897,,Rigliaco 2011,K6.5,3,,,3700,,0.80,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.07E+00,,0.500,,1.73,,,,,-9.13,,,,,,,,,lower limit,Added SIMBAD spectral type (Hernandez 2014),,
SO905,,Rigliaco 2011,M0.5,3,,,3600,,0.60,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.39E+00,,0.350,,1.53,,,,,-9.38,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO908,,Rigliaco 2011,M3.0,3,,,3200,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.68E+00,,0.100,,1.03,,,,,-9.37,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO917,,Rigliaco 2011,,3,,,3300,,0.20,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.73E+00,,0.030,,0.53,,,,,-10.71,,,,,,,,,upper limit,SIMBAD has spectral type (M5) but no citation,,
SO927,,Rigliaco 2011,M0.0,3,,,3700,,0.70,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.41E+00,,0.290,,1.31,,,,,-9.53,,,,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
SO936,,Rigliaco 2011,,3,,,2900,,0.08,U-band excess,,,,,,,,,,,,,,,,,,,,,,-4.58E+00,,0.010,,0.40,,,,,-11.19,,,,,,,,,upper limit,SIMBAD has spectral type (M6) but no citation,,
SO967,,Rigliaco 2011,M4.0,3,,,3300,,0.25,U-band excess,,,,,,,,,,,,,,,,,,,,,,-3.39E+00,,0.080,,0.87,,,,,-10.25,,,,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
SO981,,Rigliaco 2011,G7.5,3,,,4200,,1.30,U-band excess,,,,,,,,,,,,,,,,,,,,,,,,1.170,,2.05,,,,,,,,,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
SO984,,Rigliaco 2011,K7.0,3,,,3800,,0.90,U-band excess,,,,,,,,,,,,,,,,,,,,,,-2.12E+00,,0.530,,1.68,,,,,-9.24,,,,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J16115979-3823383,SST-Lup3-1,Alcala 2017,M5,3,3-10,0.50,3.13E+03,7.20E+01,0.15,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-3.60E+00,,,,,,0.85,0.19,6.31E-11,-1.02E+01,,3.00E-02,-8.24E-01,,,,,,,,,
2MASS J16090141-3925119,SSTc2d160901.4-392512,Alcala 2017,M4,3,3-10,0.50,3.27E+03,7.50E+01,0.24,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-3.00E+00,,,,,,1.25,0.29,2.09E-10,-9.68E+00,,4.00E-02,-6.20E-01,,,,,,,,,
2MASS J15450887-3417333,SSTc2dJ154508.9-341734,Alcala 2017,M5.5,3,3-10,0.50,3.06E+03,7.10E+01,0.14,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,6.11E-13,9.52E-14,4.62E-14,,,1.64E-14,,,,,,,,,,-1.80E+00,,,,,,0.85,0.21,3.89E-09,-8.41E+00,,2.00E-02,-8.54E-01,,,,,,,,,
SSTc2dJ154518.5-342125,SSTc2dJ154518.5-342125,Alcala 2017,M6.5,3,3-10,0.50,2.94E+03,6.80E+01,0.10,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,5.41E-14,4.78E-15,1.90E-15,,,,,,,,,,,,,-4.30E+00,,,,,,0.78,0.17,1.58E-11,-1.08E+01,,1.00E-02,-1.00E+00,,,,,,,,,
SSTc2dJ155925.2-423507,SSTc2dJ155925.2-423507,Alcala 2017,M5,3,3-10,0.50,3.13E+03,7.20E+01,0.12,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,4.28E+15,9.92E-16,6.20E-16,,,,,,,,,,,,,-4.40E+00,,,,,,0.48,0.11,6.31E-12,-1.12E+01,,2.00E-02,-9.21E-01,,,,,,,,,
SSTc2dJ160000.6-422158,SSTc2dJ160000.6-422158,Alcala 2017,M4.5,3,3-10,0.50,3.20E+03,7.40E+01,0.19,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,1.96E-14,6.43E-15,4.16E-15,,,,,,,,,,,,,-3.10E+00,,,,,,0.96,0.23,1.62E-10,-9.79E+00,,3.00E-02,-7.21E-01,,,,,,,,,
SSTc2dJ160002.4-422216,SSTc2dJ160002.4-422216,Alcala 2017,M4,3,3-10,0.50,3.27E+03,7.50E+01,0.24,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,1.09E-13,2.64E-14,2.28E-14,,,3.86E-15,,,,,,,,,,-3.00E+00,,,,,,1.2,0.27,2.04E-10,-9.69E+00,,4.00E-02,-6.20E-01,,,,,,,,,
SSTc2dJ160026.1-415356,SSTc2dJ160026.1-415356,Alcala 2017,M5.5,3,3-10,0.50,3.06E+03,7.10E+01,0.14,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,2.41E-14,8.05E-15,5.97E-15,,,,,,,,,,,,,-3.30E+00,,,,,,0.91,0.27,1.32E-10,-9.88E+00,,3.00E-02,-8.54E-01,,,,,,,,,
SSTc2dJ160703.9-391112,SSTc2dJ160703.9-391112,Alcala 2017,M4.5,3,3-10,0.50,3.20E+03,7.40E+01,0.17,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,6.77E-16,1.38E-16,6.56E-17,,,,,,,,,,,,,-5.20E+00,,,,,,0.23,0.06,3.16E-13,-1.25E+01,,3.00E-02,-7.70E-01,,,,,,,,,
SSTc2dJ160830.7-382827,,Alcala 2017,K2,3,3-10,1.00,4.90E+03,2.26E+02,1.81,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-1.80E+00,,,,,,2.41,0.52,8.51E-10,-9.07E+00,,2.80E-01,2.58E-01,,,,,,upper limit,,,
SSTc2dJ160836.2-392302,,Alcala 2017,K6,3,3-10,1.00,4.21E+03,1.93E+02,0.47,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,1.86E-12,3.92E-13,1.82E-13,,,1.79E-14,,,,,,,,,,-8.00E-01,,,,,,2.63,0.63,1.91E-08,-7.72E+00,,1.40E-01,-3.28E-01,,,,,,,,,
SSTc2dJ160927.0-383628,,Alcala 2017,M4.5,3,3-10,0.50,3.20E+03,7.40E+01,0.20,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,3.39E-13,2.07E-13,1.73E-13,,,3.01E-15,,,,,,,,,,-1.30E+00,,,,,,1.1,0.24,1.12E-08,-7.95E+00,,3.00E-02,-6.99E-01,,,,,,,,,
SSTc2dJ161018.6-383613,,Alcala 2017,M5,3,3-10,0.50,3.13E+03,7.20E+01,0.15,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,9.93E-15,2.53E-15,1.77E-15,,,,,,,,,,,,,-3.80E+00,,,,,,0.84,0.22,3.98E-11,-1.04E+01,,3.00E-02,-8.24E-01,,,,,,,,,
SSTc2dJ161019.8-383607,,Alcala 2017,M6.5,3,3-10,0.50,2.94E+03,6.80E+01,0.10,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,2.77E-15,7.70E-16,3.92E-16,,,,,,,,,,,,,-3.90E+00,,,,,,1.03,0.27,5.01E-11,-1.03E+01,,2.00E-02,-1.00E+00,,,,,,,,,
SSTc2dJ161029.6-392215,,Alcala 2017,M4.5,3,3-10,0.50,3.20E+03,7.40E+01,0.22,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,1.96E-14,4.50E-15,2.76E-15,,,,,,,,,,,,,-3.20E+00,,,,,,1.29,0.29,1.51E-10,-9.82E+00,,3.00E-02,-6.58E-01,,,,,,,,,
SSTc2dJ161243.8-381503,,Alcala 2017,M1,3,3-10,0.50,3.71E+03,1.71E+02,0.47,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,4.70E-13,9.35E-14,5.40E-14,,,,,,,,,,,,,-2.00E+00,,,,,,1.91,0.42,1.66E-09,-8.78E+00,,1.10E-01,-3.28E-01,,,,,,,,,
SSTc2dJ161344.1-373646,,Alcala 2017,M5,3,3-10,0.50,3.13E+03,7.20E+01,0.16,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,1.67E-13,4.03E-14,3.14E-14,,,1.21E-15,,,,,,,,,,-2.30E+00,,,,,,0.9,0.2,1.15E-09,-8.94E+00,,3.00E-02,-7.96E-01,,,,,,,,,
Sz100,Sz100,Alcala 2017,M5.5,3,3-10,0.50,3.06E+03,7.00E+01,0.18,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-3.00E+00,,,,,,1.43,0.33,3.24E-10,-9.49E+00,,3.00E-02,-7.45E-01,,,,,,,,,
Sz103,Sz103,Alcala 2017,M4,3,3-10,0.50,3.27E+03,7.50E+01,0.25,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,,,,,,,,,,,,,,,,,-2.40E+00,,,,,,1.41,0.3,9.12E-10,-9.04E+00,,3.00E-02,-6.02E-01,,,,,,,,,
