Sixth Catalog of Orbits of Visual Binary Stars: Orbits																																	
RA(2000).	DEC(2000)	WDS.......	DD............	ADS..	HD....	HIP...	V1.11	*	V2.22	*	PPPPP.PPPPPP	*	eee.eeeeee	AAA.AAAAA	*	ee.eeeee	III.IIII	eee.eeee	NNN.NNNN	eee.eeee	TTTTT.TTTTTT	*	eee.eeeeee	E.EEEEEE	e.eeeeee	OOO.OOOO	eee.eeee	EQNX	LAST	G	N	REF.....	PNGFILE...........
35427.09	51128.2	03545+0510	A  1831BC	2849	24550	18264	9.38		10.35		216.02	y	42.23	0.187	a	0.013	56	5.4	231.8	5.3	1986.2	y	25.43	0.099	0.144	300.1	47.3	2000	2014	4	n	Tok2015c	wds03545+0510o.png
35728.7	-10934	03575-0110	BU  543	2894	24916	18512	8.21		11.45	v	3200	y		11.1	a		180		27.6		1900	y		0		0			1972	5	n	Dom1978	wds03575-0110a.png
35900.32	94654	03590+0947	HU   27	2911	25034	18618	8.96		9.05		276	y		0.809	a		77.7		184.1		2083	y		0.673		261.6		2000	2008	4	n	Hrt2010a	wds03590+0947a.png
35936.89	-101922.3	03596-1019	HU   29	2921	25164	18655	8.83		9.3		123.98	y	10.85	0.234	a	0.049	64.5	5.7	135.8	6	1939.63	y	13.9	0.879	0.321	349.3	6.6	2000	1997	4	n	Cve2008a	wds03596-1019b.png
40009.39	81818.9	04002+0818	A  1936BC	2923			9.6		9.7		169	y		0.371	a		127		7.5		2000	y		0.47		69				5		Hei1998	wds04002+0818a.png
40047.29	50458.2	04008+0505	A  1937	2928	25248	18734	9.38		9.48		42.93	y	1.13	0.1	a	0.0012	47.1	3.1	25.9	4.4	2014.94	y	0.15	0.55	0.019	14.7	8	2000	2014	2	n	Tok2015c	wds04008+0505o.png
40203.44	-342855.7	04021-3429	BU 1004AB		25535	18824	7.26		7.94		410	y		1.452	a		160.2		145.4		2066.69	y		0.244		160.8		2000	2008	5		Doc2011a	wds04021-3429d.png
40221.85	-283151.1	04024-2832	DAW  79	2952	25546	18839	8.28		8.71		97.138	y		0.454	a		130.3		155.1		1999.55	y		0.703		249.8		2000	2010	3	n	Msn2011c	wds04024-2832k.png
40232.85	63752.1	04025+0638	HDS 510			18856	11.37		11.81		35.44	y		0.159	a		64.9		102		2010.3	y		0.366		166.1		2000	2008	4		Cve2015b	wds04025+0638o.png
40407.1	393035	04041+3931	STF 483	2959	25444	18986	7.38		9.35		495.65	y		2.482	a		110.8		190.2		1909.98	y		0.706		321.1		2000	2003	4	n	USN2006b	wds04041+3931a.png
40421.67	240621.7	04044+2406	"MCA  13Aa,Ab"	2965	25555	19009	5.47		5.5		7.9412	y	0.0093	0.0289	a	0.0024	149.4	6.9	260	15	1985.092	y	0.013	0.683	0.006	287.7	1.6	2000	1993	3	n	Msn1997b	wds04044+2406a.png
40616.41	195228.5	04063+1952	BAG   4		25811		8.9		9.1		30.68	y		0.079	a		128		50		1990.96	y		0.045		32			1997	3	n	Bag2001	wds04063+1952a.png
40625.49	432505.4	04064+4325	A  1710	2980	25693	19159	8.16		8.27		109.5	y		0.396	a		123.3		121		1947.3	y		0.66		333		2000	1980	3	n	Hei1982c	wds04064+4325a.png
40700.63	-100000.4	04070-1000	HDS 521AB		26040	19206	7.29		8.6		21.42	y	0.37	0.225	a	0.005	122.9	1	219	1.8	1996.78	y	0.06	0.687	0.009	76.4	0.5	2000	2014	3	n	Tok2015c	wds04070-1000o.png
40702.31	393424.9	04070+3934	COU1394		276063		9.3		9.3		192	y		0.25	a		30		135		1975	y		0		314.5				5		Cou1999b	wds04070+3934a.png
40734.35	380428.3	04076+3804	STT 531AB	2995	25893	19255	7.32		9.69		590	y		3.87	a		104		160.3		2070	y		0.25		195		2000	1985	5	n	Hei1986b	wds04076+3804a.png
40749.29	621958.6	04078+6220	"CHR 209Ea,Eb"	2984	25638	19270	8.3		7.3		53.5	y	1.5	0.047	a	0.002	72.9	2.1	302	2.1	1980.437	y	0.082	0.78	0.05	26.3	1.6	2000	2002	5	n	Grd2007b	wds04078+6220a.png
40854.31	291126.7	04089+2911	BU 1232	3017	26090	19365	8.8		9.6		60	y		0.28	a		78.4		166.7		1928	y		0.55		18.3			1976	4	n	Mlr1978a	wds04089+2911a.png
40854.55	461340.2	04089+4614	A   998	3007	25987	19366	7.87		8.5		158.245	y	7.794	0.2814	a	0.0103	123.76	2.18	170.76	3.17	2010.16	y	2.03	0.6922	0.0522	46.91	5.84	2000	1989	4		Pop2000a	wds04089+4614a.png
40908.56	283835	04091+2839	HO  326	3021	26126	19385	9.07		9.15		158.18	y	15.79	0.643	a	0.036	72.7	1.7	147.6	4.9	1880.92	y	4.54	0.857	0.051	271.6	0.9	2000	2003	3	n	Hrt2008	wds04091+2839a.png
40918.92	-202458.7	04093-2025	RST2333		26347		9.7		9.7		225	y		0.498	a		80.9		15.4		1949.2	y		0.256		358.7		2000	2010	4		Doc2012i	wds04093-2025f.png
40920.48	-75544.5	04093-0756	A   469	3032	26294	19399	7.85		8.22		124.87	y		0.2986	a		65.5		236.8		1968.61	y		0.885		277		2000	1996	3	n	USN2007b	wds04093-0756a.png
40959.09	423505	04100+4235	COU1702		26139		8.9		8.9		101.9	y		0.197	a		60		100		1967.4	y		0.55		93.3				5		Cou1999b	wds04100+4235a.png
41002.74	804155.2	04100+8042	STF 460	2963	25007	19461	5.62		6.32		372.42	y		0.86	a		31		82.9		2053.68	y		0.124		118.5		2000	1999	3	n	Sca2003a	wds04100+8042a.png
41013.8	172207.7	04102+1722	HEI  35		285465	19472	9.46		10.93		28.91	y		0.282	a		115.7		165.9		2000.53	y		0.832		35.9		2000	2008	4		FMR2011d	wds04102+1722k.png
41044.48	-45228.2	04107-0452	A  2801	3041	26441	19508	8.3		8.3		20.42	y	0.12	0.194	a	0.018	71.5	2.2	156.6	3.5	1952.61	y	0.36	0.887	0.031	70.4	3.8	2000	2013	2	n	Tok2014a	wds04107-0452f.png
41156.22	233810.7	04119+2338	CHR  14		284163	19591	9.68		11.79		40.9	y		0.31	a		71.4		155.9		1992.97	y		0.853		73.3		2000	2008	4	n	Msn2010a	wds04119+2338b.png
41216.47	93900.5	04123+0939	STT  74	3053	26547		8.3		8.8		185	y		0.51	a		96		102.8		2006.2	y		0.39		314		2000	1993	3		Alz2003a	wds04123+0939a.png
41251.88	683004.1	04129+6830	HR 1282		26101	19673	6.34				744	d	53	6.5	m	1.9	41	14	222	103	48913	d	319	0.44	0.23	109	98		1991	9		Gln2007	wds04129+6830r.png
41258.94	523640.7	04130+5237	PRV   1AB				13.2	<	15.4	>	736.9	d	1.7	0.0805	a	0.0012	121.9	0.8	271.8	1.2	51856	d	8	0.161	0.012	311.7	3.7		2006	2	n	Mtc2009	wds04130+5237b.png
41314	225731.7	04132+2258	HU  302	3058	284242	19702	9.82		10.05		237.2	y		0.748	a		80.6		141		1883.11	y		0.96		89.6		2000	2007	5	n	Doc2010e	wds04132+2258a.png
41333.11	74257.7	04136+0743	A  1938	3064	26690	19719	5.7		6.7		2633.34	d	0.5	0.13302	a	0.00015	66.942	0.039	144.296	0.04	53415.37	m	0.39	0.3301	0.001	306.658	0.071	2000	2007	1	n	Mut2010b	wds04136+0743a.png
41356.39	91550	04139+0916	BU  547AB	3072	26722	19740	5.05		7.32		479	y		1.053	a		128.6		52.9		1816.6	y		0.91		263		2000	2009	5	n	Zir2015a	wds04139+0916i.png
41409.55	-460756	04142-4608	RST2338		27019	19758	8.48		7.19		36.1	y		0.29	a		58		132		1975.9	y		0		180		2000		3	n	Sod1999	wds04142-4608b.png
41412.92	281212.3	04142+2813	"BOD   2Aa1,2"		283447	19762	10.7				51.1033	d	0.0018	2.809	m	0.033	68.5	1.6	62.4	1.1	53059.75	m	0.28	0.2713	0.0066	5.6	2.2	2000	2009	1	n	TRM2012	wds04142+2813t.png
41412.92	281212.3	04142+2813	"GHE   1Aa,Ab"		283447	19762	11		12.8		26.2	y	1.1	0.1155	a	0.0034	71.48	0.78	288.2	1	2010.53	y	1	0.099	0.026	94	17	2000	2009	3	n	Bod2012	wds04142+2813k.png
41449.28	281230.6	04148+2813	"GHE   2Aa,Ab"				15.9		16		194	y		0.219	a		38.7		83.8		2023.12	y		0.449		206.9			2001	5	n	Tam2002	wds04148+2813b.png
41453.86	482433.5	04149+4825	STT  73A	3071	26630	19812	4.18				0.778	y		0.0188	a		74		296		1913.802	y		0.062		302				9	n	Ald1925	wds04149+4825r.png
41509.48	-42505.1	04152-0425	GJ 1069			19832	9.39				664	d	26	18.2	m	2.2	49	10	174	163	48606	d	226	0.05	0.16	74	74		1991	9		Gln2007	wds04152-0425s.png
41521.79	-73929.1	04153-0739	STF 518BC	3093	26976		10.02		11.47	v	252.1	y		6.943	a		108.9		150.9		1849.6	y		0.41		327.8		2000	1973	4	n	Hei1974c	wds04153-0739a.png
41555.73	314135.1	04159+3142	STT  77AB	3082	26842	19883	8.04		8.22		187.925	y		0.549	a		52.71		72.89		1886.934	y		0.45		31.02			1979	3	n	Sta1985	wds04159+3142a.png
41616.55	70934.5	04163+0710	WSI  97		26990	19911	7.7		9.7		5.6805	y	0.0058	0.1011	a	0.0009	148		358.1	1.7	1997.088	y	0.011	0.808	0.005	47.6	1.7	2000	2014	4	n	Tok2015c	wds04163+0710o.png
41620.92	-605654.8	04163-6057	GLE   1		27463	19917	6.83		7.55		296.3	y		0.666	a		31.8		127.2		1995.9	y		0.523		19		2000	2010	4	n	Doc2012k	wds04163-6057f.png
41701.22	194032.6	04170+1941	HO  328	3102	27028	19975	7.38		9.06		63.3	y		0.358	a		130		81.8		1972.4	y		0.98		263		2000	1976	3	n	Hei1978a	wds04170+1941a.png
41755.7	584726.7	04179+5847	STF 511	3098	26839	20046	7.37		8.7		343	y		0.535	a		148		128.5		1933	y		0.31		298				3	n	Hei1996c	wds04179+5847a.png
41814.55	224824.6	04182+2248	STF 520	3114	27160	20071	8.26		8.45		222.18	y		0.581	a		43.7		151		1969.64	y		0.872		123.5		2000	1998	3	n	Hrt2001b	wds04182+2248a.png
41814.61	501743.8	04182+5018	b Per		26961	20070	4.6				701.76	d		5.09	m	1.07	83.46	10.36	115.29	10	40143.3984	d		0.235		263			1991	9	n	HIP1997d	wds04182+5018r.png
41823.14	213445.8	04184+2135	"MCA  14Aa,Ab"		27176	20087	5.6		8.1		11.35	y	0.021	0.1329	a	0.95	125.5	0.73	350.7	0.61	1977.74	y	0.056	0.167	0.0044	339	1.9			2	n	Pbx2000b	wds04184+2135a.png
41841.83	44502.4	04187+0445	A  1939	3116	27283	20111	9.56		9.6		544	y		0.876	a		50.8		75.8		2201.5	y		0		0		2000	2003	5		Zir2012b	wds04187+0445f.png
41930.24	375954.3	04195+3800	HDS 552		27214	20176	7.57		8.82		32.79	y	0.36	0.183	a	0.005	104.6	5	128.4	2.8	1994.3	y	0.47	0.653	0.318	288.8	22.9	2000	2008	3		Cve2011a	wds04195+3800a.png
41954.78	163121.6	04199+1631	STT  79	3135	27383	20215	7.26		8.62		89.7	y		0.59	a		53		62		1987	y		0.6		134		2000		2	n	Sod1999	wds04199+1631a.png
42028.91	-11858.8	04205-0119	RST4769		27516	20257	7.59		7.63		77.57	y	0.39	0.2921	a	0.0031	97.34	0.52	198.28	0.48	1997.21	y	0.44	0.3311	0.007	23.5	2.7	2000	2010	3		Hrt2012a	wds04205-0119k.png
42052.72	135151.9	04209+1352	Mel 25 VA 201		27483	20284	6.16				3.05911	d	0.00001	1.26	m	0.05	45.1	1.7	7.3	3.6	44497.1857	m	0.0026	0		0		2000	2002	8	n	Knc2004	wds04209+1352r.png
42128.8	-205454.2	04215-2055	B  1935AB		27701	20342	8.91		10.15		21.22	y	0.19	0.234	a	0.006	155.2	4.8	239.5	19.1	2002.16	y	0.22	0.505	0.028	310.9	20	2000	2013	3		Tok2014a	wds04215-2055f.png
42131.29	-254342.4	04215-2544	BU  744AB	3159	27710	20347	7.26		6.56		81.025	y		0.48	a		32.65		356.65		1924.014	y		0.59		110.93		2000	1989	2	n	Sca1991c	wds04215-2544a.png
42134.17	65827.5	04216+0658	A  1835	3151	27597	20356	8.74		9.81		128.76	y		0.22	a		56.6		76.8		1958.36	y		0.532		121.7		2000	1996	4		Zir2010	wds04216+0658a.png
42149.56	192908.6	04218+1929	SIG   1				13.1		13.9		14.4	y	0.4	0.0935	a	0.0027	59.9	2.2	261.5	2.6	53505	m	80	0.708	0.015	351	7		2010	3	n	Dup2011	wds04218+1929f.png
42159.42	193206.5	04220+1932	"KRS   2Ba,Bb"		284419	20390	8.2	k	8.2	k	29	y	3.6	89	m	7.3	29.2	11.8	107.3	18.7	1995.82	y	0.89	0.49	0.12	37.6	14.1	2000	2014	2	n	Sfr2014	wds04220+1932g.png
42159.42	193206.5	04220+1932	GHE   6AB		284419	20390	5.5	k	7.6	k	232.4	c	115	9.837	a	11.6	43	6	351	12.5	2003.93	y	17.25	0.93	0.05	198	6		2007	5	n	Koh2008b	wds04220+1932f.png
42202.14	265731.2	04220+2658	SMN   9AB				14.1		16.8		271	y		0.272	a		19.7		18		2035.73	y		0.168		138			2001	5	n	Tam2002	wds04220+2658b.png
42244.1	150322.1	04227+1503	STT  82AB	3169	27691	20440	7.31		8.63		241	y		1.16	a		135		194		1891	y		0.26		49		2000	2002	3	n	WSI2004a	wds04227+1503a.png
42316.84	112240.5	04233+1123	STF 535	3174	27762	20472	6.95		8.29		1128	y		2.04	a		145.5		114		2046	y		0.495		243.6		2000	1999	5	n	Hrt2000c	wds04233+1123a.png
42322.79	193931.5	04234+1940	V988 Tau		284414	20482	9.37				590.6	d		7.6	m	2.37	26.83	31.68	10.98	12.48	43512.8984	d		0.638		303.1			1991	9	n	HIP1997d	wds04234+1940r.png
42335.82	422540.4	04236+4226	STT  80	3172	27650	20498	6.38		8.41		394	y		0.522	a		106.7		13.9		2181	y		0.52		67.7		2000	1997	4		Zir2014a	wds04236+4226a.png
42351.84	92739.5	04239+0928	HU  304	3182	27820	20522	5.8		5.9		54.77	y		0.188	a		34.2		239.8		1937.24	y		0.72		332			1997	2	n	Hrt2000b	wds04239+0928a.png
42412.4	144529.8	04242+1445	HDS 564		27836	20553	7.78		10.8		111.75	y		0.731	a		116.1		162.6		1995.33	y		0.97		108.1		2000	2004	4		Zir2008	wds04242+1445a.png
42429.47	224429.8	04245+2244	BU 1235	3191	27832	20580	8.71		8.87		218.31	y		0.424	a		85.3		57.1		1973.93	y		0.123		184.3		2000	1996	3		Zir2010	wds04245+2244a.png
42537.25	155627.9	04256+1556	"FIN 342Aa,Ab"		27991	20661	7.74		7		6.28	y		0.105	a		122		215		1988.7	y		0.73		271		2000		1	n	Sod1999	wds04256+1556a.png
42547.49	180102.5	04258+1800	COU2682		27990	20679	9.49		10.6		54.8	y		0.348	a		68.7		328.5		1955.6	y		0.163		11.6		2000	2013	4	n	Tok2014a	wds04258+1800f.png
42551.66	185150.9	04259+1852	BU 1185	3210	27989	20686	8.09		8.89		27.4	y		0.259	a		97		23		1996	y		0.04		235		2000		2	n	Sod1999	wds04259+1852a.png
42612.37	354421.9	04262+3544	HU  608	3209	279822	20707	10		9.97		459.08	y	978.17	0.617	a	0.239	135.5	53.1	188.5	7.3	1888	y	120.62	0.35	0.028	352.4	244		2007	5	n	Hrt2009	wds04262+3544a.png
42614.99	344257.8	04263+3443	HU  609	3211	27961	20709	9.32		9		82.38	y		0.231	a		122		11		1978.04	y		0.491		276		2000	2008	3	n	Doc2013a	wds04263+3443f.png
42642.75	124111.8	04268+1240	WOR  15		286798	20745	11.19		11.49		40.74	y		0.349	a		131.6		140.2		1995.54	y		0.793		316.9		2000	2007	4		Zir2010	wds04268+1240a.png
42656.93	-240452.8	04269-2405	BU  311	3230	28312	20765	6.67		7.09		596.45	y		1.029	a		62		124.3		1980.98	y		0.532		345		2000	1999	4	n	Sca2003b	wds04269-2405a.png
42702.79	254222.6	04271+2542	THB   1		283654	20777	12.62		13.51		43.7	y	3	93.5	m	1.8	144.3	2.1	27.1	8.2	1980.5	y	1.7	0.287	0.067	302.6	7.6	2000	2014	3	n	Sfr2014	wds04271+2542f.png
42728.77	111244.4	04275+1113	BU 1186	3228	28217	20804	6.07		7.94		160.59	y		0.401	a		118.6		5.4		2005.8	y		0.74		27.3		2000	1996	4	n	Ole2005a	wds04275+1113a.png
42731.65	-242726.4	04275-2427	I   413	3241	28368	20807	8.51		9.48		142.4	y		0.484	a		31.7		95.9		1968.6	y		0.75		69.7		2000	2008	4	n	Hrt2010a	wds04275-2427a.png
42834.43	155744	04286+1558	"MCA  15Aa,Ab"		28307	20885	3.84		7.3		16.26	y	0.13	0.2178	a	0.0054	92.35	0.24	355.54	0.26	1998.51	y	0.17	0.57	0.022	250.1	1.6	2000	1994	3	n	Trr1997c	wds04286+1558a.png
42839.74	155215.2	04287+1552	"MKT  13Aa,Ab"		28319	20894	3.74		4.86		140.7302	d	0.0002	18.91	m	0.06	47.8	0.1	353.82	0.09	1995.00144	y	0.00002	0.736	0.0003	235.41	0.08	2000	1991	1	n	Lmp2011	wds04287+1552k.png
42839.78	261312.6	04287+2613	HDS 576			20895	11.7		11.97		53.896	y	0.551	0.389	a	0.0006	81.4	0.3	110.6	0.2	1995.118	y	0.62	0.859	0.049	277.1	1.9	2000	2008	4		Cve2014	wds04287+2613a.png
42859.78	160932.7	04290+1610	HU 1080	3248	28363	20916	6.85		8.38		40.7	y		0.39	a		92		78		1960	y		0.33		311		2000		2	n	Sod1999	wds04290+1610a.png
42920.49	173242	04293+1733	Hyades vB 77		28394	20935	7.01				238.9	d		11.5	m	1.1	16.5	1.3	308.3	3.5	43298.5	d		0.24		127			1992	9	n	Jnc2005	wds04293+1733s.png
42929.71	261653.3	04295+2617	SMN  11AB				17.2		17.2		242	y		0.18	a		23		161		2005.3	y		0.752		114.2		2000	1997	5	n	Doc2002b	wds04295+2617a.png
43000.36	832025.3	04300+8320	HR 1304		26659	20982	5.48				699.3	d		1.7	m	0.2	78.5	8.5	269.3	7.1	45469.4	d		0.125		134.5		2000		9	n	Ren2013	wds04300+8320f.png
43008.6	153816.2	04301+1538	STF 554	3264	28485	20995	5.7		8.12		180	y		1	a		107.6		14		1887	y		0.82		162			1975	4	n	Baz1980a	wds04301+1538a.png
43014.81	-174725	04302-1747	B  1937		28637		9.5		9.7		71.71	y		0.212	a		134.2		17.8		1956.29	y		0.209		136.7		2000	1993	4		Zir2008	wds04302-1747a.png
43051.73	244147.9	04309+2442	SMN  13				14.75		15.75		46.2	y	2.8	86.4	m	4.5	124.6	2	137	2.3	1995.01	y	0.28	0.567	0.027	294.9	2.3	2000	2014	3	n	Sfr2014	wds04309+2442f.png
43053.25	590146.9	04312+5858	STI2051A			21088	11.1				23	y		0.07	a		65		97		1966	y		0.3		73			1977	9	n	Str1977	wds04309+5902r.png
43137.04	174235.5	04316+1743	vA 627		28634	21123	9.52				843.94	d	0.34	14.58	m	0.24	134.1	0.9	251	4	48658	m	4	0.2	0.01	334	2		2009	9	n	AST2011	wds04316+1743d.png
43148.42	-240636.8	04318-2407	RST2347		28845	21133	8.6		8.8		150.3	y		0.197	a		128		155.5		2008.7	y		0.498		310.8		2000	1993	4		Zir2010b	wds04318-2407a.png
43230.34	173140.4	04325+1732	"LEI   3Aa,Ab"				12.25		14.7		403	y	50	0.429	a		132.5	1.8	131	11	2032.46	y	9.43	0.44	0.03	19	10		2009	4	n	Koh2011	wds04325+1732k.png
43306.62	240954.9	04331+2410	"GHE  13Ab1,2"				14.8		15.1		12.312	y	0.058	38.59	m	0.16	151.59	0.89	1.8	1.6	1999.154	y	0.07	0.2922	0.0033	50.6	1.3		2011	2	n	Sfr2012	wds04331+2410d.png
43350.86	145040.2	04338+1451	rho Tau		28910	21273	4.66				105.364	d	1.976	2.41	m	1.62	96.21	10.39	60.82	11.5	48375.8672	d	4.8979	0		0			1991	9	n	HIP1997d	wds04338+1451r.png
43358.48	150949.3	04340+1510	CHR  17		285931	21280	8.93		10.2		13.93	y	0.08	0.15	a	0.007	45.4	2.1	125.3	3.8	1995.87	y	0.08	0.6	0.052	297.9	6.6	2000	2001	3	n	Cve2008d	wds04340+1510a.png
43359.72	-550242	04340-5503	B  2092AB		29305	21281	3.62		4.57		12.11	y		0.201	a		46		304.9		1986.9	y		0.777		40		2000	2008	2	n	Hrt2010a	wds04340-5503a.png
43453.12	390830.2	04349+3908	HU 1082	3303	276666	21352	9.5		10.08		52.19	y		0.355	a		45.9		117.5		1969.69	y		0.74		205			1973	4	n	Cou1975c	wds04349+3908a.png
43524.09	853137.2	04354+8532	BD+85   63		26367	21386	6.57				1030	d	24	19.9	m	1.1	99	2	203	92	49242	d	110	0.2	0.09	48	90		1991	9		Gln2007	wds04354+8532t.png
43539.23	100939.3	04357+1010	CHR  18Aa	3317	29140	21402	4.44		6.61		3.571096	d	0.000003	1.359	m	0.034	110.6	2.7	287.5	1.8	53389.3824	m	0.003	0		0		2000	2007	9	n	Lne2007	wds04357+1010r.png
43539.23	100939.3	04357+1010	CHR  18Ab	3317	29140	21402	4.44		6.61		7.886969	d	0.000066	1.967	m	0.054	27.23	0.72	34	8.2	52507.31	m	0.02	0		0		2000	2007	9	n	Lne2007	wds04357+1010s.png
43539.23	100939.3	04357+1010	"CHR  18Aa,Ab"	3317	29140	21402	4.44		6.61		6585	d	12	240.1	m	5.3	69.923	0.048	146.734	0.067	55261	m	22	0.0715	0.0026	205.7	1.2	2000	2007	2	n	Lne2007	wds04357+1010a.png
43541.01	394404.2	04357+3944	HU 1084	3315	28989	21405	8.93		9.24		488	y	96	0.681	a	0.017	105.9	1.6	34.9	2.8	1966	y	2.16	0.894	0.002	137.9	8	2000	2008	5		Lin2012a	wds04357+3944k.png
43605.65	552446.8	04361+5525	BD+55  900		237287	21433	8.33				332.5	d		6.1	m	1.7	120.4	5.3	274.3	4.3	47121	d		0.642		124.8		2000		9	n	Ren2013	wds04361+5525f.png
43609.34	81332.8	04362+0814	A  1840AB	3326	29196	21434	8.37		8.91		247	y		0.267	a		145.3		118.2		1996.2	y		0.404		53.8		2000	2008	4	n	Hrt2010a	wds04362+0814d.png
43624.76	341233.3	04364+3413	HU  610	3323	280026	21454	10.21		9.96		59.25	y	1	0.176	a	0.002	46.2	1	98.1	2	2004.71	y	0.2	0.383	0.002	146.8	3	2000	2004	3	n	Tam2006	wds04364+3413b.png
43634.7	194535.5	04366+1946	STT  86	3329	29193	21465	8.68		7.73		828.23	y		0.612	a		146.3		139.4		2094.65	y		0.228		190.4		2000	2008	4		Zir2010	wds04366+1946a.png
43641.43	411553.5	04367+4116	58 Per		29095	21476	4.25				28.8	y		0.051	a		81		237		1978.65	y		0.64		191				9	n	Hei1993e	wds04367+4116s.png
43642.58	192934.8	04367+1930	STF 567	3330	29205		9		9.28		475	y		1.97	a		58.1		90		1781	y		0.887		81.1		2000	1997	5	n	USN2002	wds04367+1930a.png
43649.17	-173300.7	04368-1733	A  2915	3341			10.1		10.1		109.99	y	7.99	0.305	a	0.025	62	5	151.8	4.1	2012.35	y	1.14	0.47	0.053	94.1	12.9	2000	2014	4	n	Tok2015c	wds04368-1733o.png
43726.28	-95101.2	04374-0951	RST3401		29392	21536	9.25		9.88		126.18	y	6.11	0.325	a	0.011	146.2	5.2	98.9	10.9	1967.68	y	1.47	0.366	0.026	52.9	14.5	2000	2014	3	n	Tok2015c	wds04374-0951o.png
43737.46	-22928.4	04376-0228	"KAS   1Ca,Cb"				7.7		10.9	R	29.03	y	0.5	0.332	a	0.005	92.1	0.2	18.8	0.2	2007.14	y	0.16	0.19	0.02	291	3	2000	2015	3	n	Mtt2015	wds04376-0228o.png
43810.82	-141814.3	04382-1418	KUI  18		29503	21594	4.02		6.95		77.4	y	1.5	0.7069	a	0.0093	59.8	1.8	171.25	0.96	1976.77	y	0.26	0.666	0.017	23.5	1.8	2000		4	n	Hrt1996a	wds04382-1418a.png
43853.59	-120723.1	04389-1207	HDS 599		29573	21644	5.19		7.22		48.48	y	4.7	0.333	a	0.006	78.4	1	152.5	0.9	2003.67	y	0.22	0.828	0.032	281.2	0.8	2000	2014	4		Tok2015c	wds04389-1207o.png
43930.99	340745	04395+3408	COU1085		282346	21697	10.07		11.36		165.5	y		0.385	a		146		87.5		1973.88	y		0.1		97.9				5		Cou1999b	wds04395+3408a.png
43931.59	-450724.4	04395-4507	I  1489		29803	21698	9.45		10.23		32.79	y		0.27	a		84.1		83.1		1997.79	y		0.181		281.6		2000	2010	3	n	Doc2012a	wds04395-4507k.png
43958.03	532823.7	04400+5328	BU 1295AB	3358	29316	21730	7.35		5.86		26.65	y		0.174	a		141		20.8		1988.9	y		0.86		51.5				2	n	Hei1996b	wds04400+5328a.png
43958.03	532823.7	04400+5328	"STF 566AB,C"	3358	29316	21730	5.56		7.49		737.2	y		2.07	a		121.1		285.6		1967.6	y		0.32		59.2		2000	2005	4	n	WSI2006b	wds04400+5328d.png
43958.03	532823.7	04400+5328	"STF 566AB,C"	3358	29316	21730	5.56		7.49		480.75	y	3.81	1.514	a	0.038	128.4	0.7	110.8	0.8	2027.79	y	3.26	0.229	0.012	307.1	5	2000	2005	4	n	Cve2008a	wds04400+5328c.png
43959.09	230052.4	04400+2301	HU  442	3370	29538		9.3		9.9		140.23	y	3.67	0.26	a	0.017	28.1	9.4	165.6	21.1	1997.53	y	0.98	0.716	0.017	3.9	24.8		2007	4		Hrt2009	wds04400+2301a.png
44017.72	-585639.5	04403-5857	HJ 3683		30003	21756	7.33		7.45		326.17	y		2.435	a		100.9		263.6		1919.36	y		0.95		338.1		2000	2002	4	n	USN2006b	wds04403-5857a.png
44213.48	373054.1	04422+3731	STF 577	3390	29695	21878	8.38		8.45		564	y	119	1.51	a	0.22	141.2	6	209.1	7.6	2024.9	y	8	0.4531	0.0071	262	11	2000	2012	4	n	RAO2015	wds04422+3731i.png
44213.71	25924.2	04422+0259	A  2424	3395	29839	21880	7.87		8.33		55.79	y	4.07	0.147	a	0.009	85	0.5	228.8	0.6	2011.46	y	0.64	0.348	0.012	90.8	9	2000	2014	3	n	Tok2015c	wds04422+0259o.png
44214.7	225725.1	04422+2257	"MCA  16Aa,Ab"		29763	21881	4.33		6.97		57.896	y	0.3	0.284	a	0.0079	130.7	3.38	4.1	8.14	2037.956	y	0.048	0.357	0.0663	142.2	11.54	2000	2005	3	n	Cve2010e	wds04422+2257b.png
44258.77	571207.3	04430+5712	A  1014	3389	29599	21941	8.7		8.85		74.83	y		0.244	a		13		111.9		1969.67	y		0.465		78.8		2000	1999	2	n	USN2007a	wds04430+5712a.png
44317.17	-233741.9	04433-2338	CD-23 2115		30051	21965	7.12				709	d	25	9.5	m	2	127	10	161	18	48820	d	110	0.29	0.24	107	41		1991	9		Gln2007	wds04433-2338r.png
44317.76	593116.4	04433+5931	A  1013	3391	29606	21966	7.25		7.42		126.24	y		0.289	a		34.5		91.9		1981.83	y		0.766		51		2000	1989	3	n	Doc1990c	wds04433+5931a.png
44432.97	395232	04445+3953	COU1524		29911	22050	8.83		9.68		115.3	y	7.1	0.223	a	0.03	79.1	8.4	210	9	1903.9	y	6.4	0.498	0.006	98.5	9.7	2000		5	n	Zas2009	wds04445+3953g.png
44538.99	-500424.3	04456-5004	CD-50 1492		30501	22122	7.59				2073.6	d	3	14	m	1.9	49.1	9	99.7	12.2	53851.5	d	3	0.741	0.004	70.7	0.7			9		SaJ2011	wds04456-5004o.png
44559.7	-65916.9	04460-0659	BU  186	3430	30301	22151	7.81		9.73		729.6	y		1.53	a		55.6		178.1		1999.78	y		0.806		150.2		2000	2012	5		FMR2015a	wds04460-0659i.png
